node_id,degree,neighbours
5325,25,4923 12609 13259 23546 975 4027 16224 21198 7528 9191 19492 13684 16948 4367 18467 23572 25162 28659 33072 33474 37229 38270 39444 40369 41025
5326,23,7275 2422 5675 7110 15808 8881 10462 15497 13454 16725 20899 22633 24954 25876 25893 26346 32922 33539 37251 37631 38220 41797 44427
5327,30,4125 5294 4132 11681 849 3511 13009 4378 683 4048 1201 4727 5853 14476 22737 844 5417 13535 23397 23434 25488 28591 29235 29238 33223 34199 40419 41054 42680 48297
5328,26,5111 2190 3064 2785 14 3273 1048 604 944 6102 6683 10253 11383 11732 15944 21725 23105 25540 30348 32691 38418 38552 39114 42582 42802 48696
5329,23,5758 5869 24647 28893 2772 43944 36187 10137 7966 16053 14761 2622 23647 44648 29021 34154 5001 1109 4876 38536 21955 28550 45925
5330,22,650 815 1594 4706 692 6677 17907 19422 22450 9730 22914 21602 472 12556 16236 5729 32761 34015 37545 39914 40658 48619
5331,23,632 733 470 3000 3157 8106 25260 10599 24176 17292 407 4373 3346 5863 5311 8111 3494 17589 4914 26281 39320 43440 44419
5332,23,7106 32646 22570 6111 588 3353 41058 12659 36073 2618 12217 8798 40360 2428 29231 19092 44444 46952 47003 47014 47024 47029 49190
5333,23,7601 1947 2626 5324 4269 9821 4374 7791 846 21890 770 1502 12612 9217 22875 27645 32830 36437 38526 39020 39955 43600 48105
5334,27,5312 14026 5768 2804 14488 2253 9346 8511 18101 5198 21292 15824 4332 16846 22085 22150 22222 24177 24245 24607 25885 28537 30118 31003 34562 38326 45880
5335,20,4104 1221 21940 1690 5194 12291 15475 13706 2930 10073 33462 8784 34419 34636 35150 37479 42119 44818 45209 45873
5336,28,4804 12290 7314 2801 2665 3091 18225 14955 15564 4487 6078 17164 19446 21264 21731 21759 22238 22669 26186 26224 33578 33852 34420 34484 34770 36400 43553 47261
5337,29,1860 2471 6229 1763 9696 8901 5933 5987 1710 13802 13558 9301 4051 13826 14080 16589 19007 20850 22369 26692 27582 28607 30022 30130 30316 40354 43714 43775 48603
5338,30,6101 2820 7679 677 23265 9776 28017 24601 39849 24744 6875 39148 23553 14571 24212 28200 38826 21669 25124 23722 10075 21382 35268 7963 22715 14780 7807 36301 5318 48537
5339,16,8366 651 28817 17343 24165 6750 15870 38638 36024 9610 14182 33398 35040 36452 44605 47186
5340,15,761 651 4527 1820 4660 32940 1353 21284 17845 15961 18004 13693 8029 45917 47950
5341,31,8920 4154 3042 7161 3713 23336 2236 1249 13406 3346 7130 25938 12498 26098 5292 22110 26663 26666 26680 33054 33725 36511 37011 39060 40130 40529 43271 43304 44042 44168 44419
5342,18,2174 2088 5916 12739 3727 35707 35937 11421 43391 34589 26475 22468 39273 7 44877 3432 11121 45853
5343,24,13911 3727 15125 23709 11673 15376 26475 23975 16455 22483 21649 394 8073 9905 15189 25321 17615 15663 38399 44110 44162 44359 44405 45984
5344,26,41879 45877 22469 2868 21462 12709 3500 9846 35253 43046 34393 26176 26677 22995 42535 26701 4250 8622 24266 5900 6149 34081 26357 11012 1259 46993
5345,24,6414 2890 4397 44414 5289 20228 38183 22180 41889 46074 16557 12095 2288 20793 4880 17226 44273 35367 15936 16912 15895 46581 47454 47561
5346,27,15327 4773 9767 8128 859 3434 15299 19135 34393 24481 34130 22883 660 22212 33568 35259 19186 22423 44082 4917 40025 12060 42808 4893 46865 46877 49750
5347,25,5888 3757 28639 6055 15836 12582 26692 17072 22849 15108 24334 4494 6690 9844 17777 8243 22167 7347 34266 34984 34989 35047 36649 39695 43068
5348,26,46972 22816 20207 15862 41272 24658 44792 4464 5842 7972 16269 23011 22951 22564 26417 33193 36937 38569 21978 8224 29224 11213 10 8052 47093 48677
5349,18,5404 4494 3264 2931 10837 11294 11209 11263 9990 10042 11653 11654 14243 16242 18738 22154 22705 25804
5350,17,4913 26512 10836 11014 4112 6197 18737 11210 10043 5876 10036 11208 11653 10037 11284 34637 42566
5351,22,4428 15458 23492 7991 6007 22452 36221 26851 17072 18789 41094 15768 46782 45128 6016 36241 6174 40446 26402 46951 46955 47967
5352,26,38114 31992 14013 42689 5070 6133 5368 18567 16157 27627 26126 37954 36119 43223 4638 35462 1644 36565 7723 33677 28002 1463 44009 44976 47457 47971
5353,31,17866 21619 10781 1829 1139 3694 12896 3695 6369 5241 9712 5365 12842 12010 16657 20116 1636 13855 13854 22408 22464 23539 27133 27339 35132 35346 36696 37243 37731 40027 42070
5354,15,5018 32248 10938 1829 29744 41018 38317 3970 12010 1064 3493 42291 10455 35414 13853
5355,24,23779 4901 20449 12045 39120 5329 17306 40112 26749 8639 43773 29611 10702 8219 14775 22224 2110 15760 11568 39858 47661 4217 13578 7748
5356,11,505 43274 15144 16545 29494 25008 5999 13332 48162 36391 19375
5357,14,38634 20805 35660 4970 33745 26461 32774 28493 20663 46322 36392 16632 45537 20664
5358,32,5049 2731 4635 3769 6002 5196 2428 98 6237 4828 6456 6483 5309 7103 8027 9342 9976 10253 11509 11790 13885 15033 15089 17400 18132 18149 18563 18756 19710 19932 41670 48723
5359,24,10934 3882 15148 28967 23797 1776 22992 1156 30093 17619 16301 20130 15917 21987 9359 10498 22760 16351 8250 33016 33086 33617 34621 38224
5360,19,13416 24952 21658 12807 10703 8284 4918 17304 22181 10183 25216 31959 32775 38232 40306 42710 44080 44398 46495
5361,16,5885 41560 43223 6418 15903 7524 2057 43454 23508 21470 17710 23275 44079 44594 45330 47007
5362,27,3787 16309 22737 21168 33985 17178 5227 6403 16288 4199 29312 12586 8626 21263 4363 1208 24685 9846 15462 28637 728 4664 36883 37546 43911 44603 45595
5363,19,13999 969 18101 19263 24259 17789 4122 35404 8337 5816 17614 4373 16618 34350 20569 22148 43586 5743 46991
5364,13,484 19469 23289 35660 781 6054 34386 22408 38102 1219 6103 39360 42084
5365,26,2630 467 12942 5995 6127 13640 18164 3852 1828 5261 6035 5353 23771 26363 6053 5405 22838 35530 38598 46270 12895 1354 6104 46682 47166 48085
5366,27,3691 2229 718 1245 8463 22315 13585 24352 17594 4161 20058 5288 14117 6279 26680 26699 27143 32313 32360 34626 37549 38467 39060 42658 43074 44078 45389
5367,31,976 21265 12513 22473 3602 17023 39758 39409 24742 29519 7840 18365 40469 3147 15713 15599 44406 25535 800 22807 16302 21247 4572 8214 13615 15576 1048 43406 24687 33589 9740
5368,28,4246 11580 1160 930 638 12139 20506 1607 8159 22309 3308 16355 24695 1075 16811 23541 21233 7733 26367 27950 32728 34611 34706 36524 36850 38408 41828 49435
5369,15,26363 20822 4979 11535 22341 34707 19465 23540 8268 35147 24033 37911 38956 47993 49436
5370,29,10554 17097 8217 24777 4865 26286 4624 22023 10416 14810 16261 17581 16178 33443 5983 16687 19903 11593 9293 22959 42546 1467 5820 4887 21062 2677 40211 45222 45762
5371,31,9929 39326 7223 7806 3408 25850 43755 21256 21276 4494 44051 7948 11235 11269 22487 25472 5904 21907 32023 4663 7885 6109 22004 1943 5810 32744 11320 15579 4913 11022 47336
5372,29,1760 16410 5949 21277 2960 21855 8538 3807 7947 1460 22667 8088 16540 6179 6110 21906 15564 26009 7135 11021 11044 26161 26184 34814 44908 45887 48186 48268 48880
5373,29,21667 2982 6074 1940 5169 17279 4494 2649 9000 11236 5165 22727 17244 7786 9936 14321 17063 12 6798 22868 23292 23841 35919 36441 37439 40674 41108 46297 47196
5374,32,15654 1467 2727 12155 1157 3169 1040 14847 2779 8539 11583 6037 15114 12479 5977 6073 2666 21689 21718 22603 25732 26181 26211 26443 31775 33646 34065 34485 34487 35247 43236 48108
5375,14,4802 8341 17461 2986 12478 33767 17387 27619 24713 17580 11325 28448 44269 46990
5376,27,899 21354 1461 654 8793 12097 9986 5850 33223 1938 35842 22290 1819 21155 7781 19562 25942 8995 26637 768 35904 36419 37543 41620 42971 43374 46600
5377,16,40070 15269 3068 28376 34015 4911 7973 5210 16917 17598 4617 37621 15077 4805 3805 43461
5378,32,21917 2129 3361 4441 5110 6083 771 4910 4807 1219 1225 4641 21437 3994 2961 1334 10038 3804 22622 22668 25835 29350 32777 34701 36379 36396 36568 43900 44464 45333 45828 49697
5379,28,28549 15132 1498 1304 19199 19586 426 32000 4489 33971 20793 15376 25216 18529 26264 40042 39210 11437 15961 5521 4428 15936 41988 45334 45366 48218 48339 49490
5380,27,573 685 19779 13569 21260 11701 8128 6770 1041 5496 21786 9149 13441 932 10231 12846 4930 4135 33186 33651 34659 34724 35226 35696 43509 44397 47184
5381,17,3850 5000 17351 763 3143 7215 5926 6065 8561 15515 15602 30220 42237 43393 44702 47772 47980
5382,25,5860 29460 10695 11504 19293 11602 20508 3038 4274 25177 3484 1017 6947 5942 15511 38130 25329 3050 9946 38535 10218 6284 45898 48037 48687
5383,17,632 4267 2368 5331 5954 5839 11557 15029 23095 25465 5310 15330 15357 18205 27588 33301 38628
5384,29,5848 25013 5705 1718 35571 20193 35827 26247 14842 18963 34029 17360 16633 26319 34075 16010 6179 4861 40211 23019 40209 36149 14701 5909 37930 6064 11403 35808 43637
5385,25,6413 13281 17759 15937 16957 29806 21515 753 35085 7922 19124 15823 29943 23320 21890 26989 34707 10756 12629 10025 39340 39599 43795 45846 46010
5386,21,1566 14994 7409 34043 25026 35708 38915 21459 29679 15109 41300 21589 33928 41868 10319 48369 37179 39646 38458 5495 47137
5387,31,4473 6414 6497 16788 2463 9826 6583 15385 22103 660 10011 7748 8208 27161 6432 15396 18101 22936 17789 1042 35710 39028 42536 42807 42853 44104 46993 47034 48036 48352 49899
5388,29,1034 2238 4256 1136 10466 2222 2209 7804 407 7915 2414 8171 2125 6619 9361 4863 9330 15459 15623 16488 16964 17982 19576 22829 23916 35766 36463 37180 44391
5389,29,4278 32803 12725 21917 4128 2805 12470 3199 21252 24906 11464 22358 8712 12828 40575 31572 18852 29800 13653 33704 13260 48086 23856 3825 7648 44431 35028 22270 37169
5390,12,42354 5058 17646 33581 9242 2678 46119 26339 17938 48057 48829 49103
5391,32,16290 21148 4536 15894 24524 18017 2861 854 4921 19314 25918 22212 12060 24160 5292 8612 25469 26960 30438 33039 33483 34594 34876 38027 38081 41607 42087 43222 43255 44604 46908 47047
5392,28,11453 13139 11514 34955 23674 15832 23472 25537 23712 4218 8543 36464 17353 9363 8806 37727 11784 31135 35179 2776 18818 42497 42725 43552 43689 43707 44078 47472
5393,23,12815 27539 28550 7835 9905 23581 22003 23498 14275 29092 17883 6160 542 18719 29353 30029 35194 35561 42341 43256 46356 47467 48435
5394,26,4270 2208 7629 11537 12875 7981 9387 16777 4954 16729 26 5 13824 11338 924 4955 9977 22710 23328 23896 24194 25111 34659 35375 39774 44311
5395,25,6579 291 486 10853 21692 16474 25535 3808 21667 8424 18252 10022 21566 32024 32267 33428 34219 34810 35469 35946 39626 42548 43755 43991 47041
5396,24,18477 465 14410 8156 3027 10014 15576 15111 15074 27160 1732 22766 16721 726 21883 32023 29534 22530 41827 42546 42547 46465 46904 47042
5397,24,15867 570 4480 12591 8218 9604 16921 6116 5126 15902 8052 9729 17267 11090 11092 6077 19506 21264 24990 26246 32598 32618 36242 44098
5398,18,34027 4551 9727 17478 21467 34949 26302 10868 43219 16727 0 34618 8388 24590 35107 23001 22236 46104
5399,21,3569 3442 9933 17776 23244 11078 12488 14618 9370 18599 21432 9505 21805 28471 32224 35302 35462 37352 42939 47219 47328
5400,30,17233 4783 900 13820 3475 1301 9839 7741 5471 13488 2680 686 2225 11023 18980 19555 20105 20437 20764 20912 20917 25010 25927 29201 32669 43148 46480 47323 48361 48622
5401,17,10961 2446 4959 4569 1356 5098 3344 6569 7398 13207 21807 15302 33863 39518 40119 45453 48245
5402,25,5712 10096 19682 6939 19322 4130 2321 19440 20597 18337 12061 4963 23145 23997 24918 27081 30032 32012 34705 38292 41060 42245 42384 45101 46210
5403,18,869 23043 5480 26866 17219 626 16748 22451 20919 6909 23443 13417 28640 28977 29929 31588 35178 38093
5404,27,2718 14095 8251 1689 159 16990 16127 15144 757 10378 13561 11214 1855 7996 18184 19642 21438 22154 25451 25887 25956 25961 31665 45299 46949 47875 48831
5405,28,3672 2923 5255 1422 4209 1537 2466 5365 808 4076 5410 5720 5823 6096 6553 6870 11107 11118 11316 11878 13775 17319 21664 25191 25430 26571 36042 44902
5406,22,437 11333 5719 815 12430 9705 13562 11215 17199 18185 18297 18316 21273 21598 22196 25960 26439 28495 36043 43631 44146 47874
5407,16,5070 2487 756 33568 2555 25897 29182 35540 16878 5865 15383 1739 1642 4966 47131 47240
5408,31,3010 2586 23677 20201 5426 20865 22801 7345 18235 15886 6518 14576 27342 27348 27369 27413 27415 27422 27424 27437 27451 27453 27455 27457 27670 27689 35061 37244 40186 40634 41973
5409,24,6541 17383 7556 14589 9501 6406 17480 10469 23168 25058 25031 18017 1502 31819 32733 34450 34939 40341 42275 42343 42543 44344 44471 45082
5410,28,3468 10140 5707 8173 11466 2466 17565 5857 7949 3493 6056 677 12109 4076 16272 5405 17714 19509 22078 22837 23011 23134 27644 29225 32184 36392 37825 45598
5411,30,1314 1622 901 4325 4028 4423 1301 2194 3980 3483 1322 4705 3883 7211 7730 8304 8481 9277 10385 10797 10910 10911 11194 14467 20642 20665 20768 20855 33292 49421
5412,24,644 2402 26377 6193 3305 20365 5025 25049 7466 6074 25433 26235 35919 31435 32176 5303 37850 38497 41869 44616 44801 46295 47461 47997
5413,11,2285 7448 3482 9924 26949 18234 23340 46536 5416 4968 49214
5414,31,33243 565 1961 24461 5852 13427 12164 24789 13043 8681 6639 20879 10553 10046 3460 20881 16089 17573 8583 30511 32942 13070 20971 33639 36728 38880 42146 43812 45108 46675 47419
5415,25,13702 11675 7348 15124 51 1375 12873 1134 10199 15807 25593 5082 11492 7113 24918 8580 28536 32759 36587 38789 40566 42010 47316 49968 49977
5416,19,4040 2108 2614 3636 4702 12031 1021 10600 8132 1063 8396 10770 14383 30602 33329 36785 40927 46247 46417
5417,26,4857 4082 15766 25641 20286 2714 12377 19138 8748 5327 14133 13407 3265 24373 1808 11172 30439 30445 32926 33396 33715 37346 37360 38462 38814 48345
5418,16,746 16051 33148 36745 14776 29205 31654 12911 11701 12601 12405 35963 13851 42625 43250 49596
5419,19,948 1585 5412 7165 1049 33854 2858 1940 22399 26179 2631 39280 24440 297 999 40674 46297 46366 49998
5420,16,30058 19836 31635 35688 37892 6199 3309 43847 21759 39058 33546 27136 26274 44202 47211 49015
5421,21,550 18199 14866 18368 14494 15464 14128 3742 13667 19920 21535 24051 24619 26800 26936 30378 30384 34892 36064 40671 41268
5422,14,4420 548 18313 24550 28206 29748 31647 40911 29880 26937 30934 30772 2599 49056
5423,14,115 4079 2340 5427 13309 36695 1745 1646 43096 81 3281 2506 13922 20915
5424,10,35417 19163 25289 9481 301 14955 27322 47261 48040 48728
5425,24,7884 18765 23019 5218 24333 5240 14492 22421 16261 2468 8214 24715 14810 16350 14105 29475 29971 30808 34246 37158 37930 39074 43814 46478
5426,22,3205 12777 5704 5408 17094 7894 27268 2413 13202 20820 16378 31817 16390 13662 31151 32036 34965 36851 39459 39964 44371 49788
5427,19,622 4591 18388 6883 16114 2303 4070 18268 19030 5423 8919 19103 19928 24089 25474 26216 26622 43109 45738
5428,31,2898 15323 18442 25057 21646 21261 13347 6939 5602 24563 12383 8915 24939 5127 26683 28336 28710 29991 30401 31525 31545 31965 32225 32859 35086 38881 38945 39516 39520 42749 46979
5429,10,12886 32579 2809 2412 29548 28078 39036 32588 20433 45267
5430,19,3536 4873 2064 3350 2220 4504 3664 3982 6587 10504 10643 11702 15038 17242 20434 26854 30663 30872 37058
5431,14,2628 1796 8132 20470 10270 7695 20565 28878 29097 32584 33324 38304 41928 46772
5432,21,24415 4342 11504 19514 90 13537 30445 2626 28355 37268 12175 9249 15352 28307 38989 38966 16003 20103 40056 40171 44738
5433,12,10337 11967 1134 13076 2392 28480 36108 12593 19255 2696 8601 40825
5434,17,1035 10952 4739 23004 15854 43070 12642 29485 1615 15582 755 13736 23409 22265 20659 32455 49058
5435,32,38 2653 2567 5062 59 3974 3275 3740 3868 3736 5477 6882 7236 7446 8377 8830 9411 10027 10556 11535 12418 12741 15006 15815 16286 20417 23755 24816 26190 29568 47158 49796
5436,25,9866 9045 5662 20067 15147 2839 14741 20812 6243 7445 3869 19982 14767 3585 24815 27245 27903 29477 29609 41994 44123 47186 47763 49408 49855
5437,16,2297 8082 3973 13298 20096 24850 20273 22635 23744 275 3672 27289 44065 12602 5514 47887
5438,26,3849 4144 457 2131 3481 3129 4523 4416 4558 3526 874 8633 8986 9781 10098 12468 13158 13482 13845 16833 18554 23527 34285 36382 42428 45051
5439,31,10273 9361 3317 8882 15337 583 13847 15637 5925 5992 3492 12430 13475 8444 1962 4989 20038 21386 21476 22146 22349 22992 26976 34978 36110 37305 37359 37374 40074 41539 41727
5440,18,15251 15249 1381 1379 16662 6987 777 9728 12929 5429 5447 22259 20105 19763 3074 18456 25520 39036
5441,17,4892 40053 9157 44862 33422 45749 12170 38593 321 9058 14913 14159 123 294 39172 46574 47423
5442,12,28274 19392 14456 14002 39307 37051 37122 22762 46750 23732 40982 48871
5443,29,2790 235 8087 4278 1218 3764 17292 197 14653 4504 5062 20075 225 19025 2352 26535 29255 30083 30670 31111 31465 32937 32981 39173 40343 42020 43620 44914 48319
5444,23,14504 10574 5828 5629 15201 1715 15761 1027 1730 2147 10354 13815 18057 18075 18380 18645 19426 20075 23783 32088 33147 38508 41897
5445,28,1800 4069 2545 555 3497 4980 3565 1444 6388 6459 6468 8596 8912 10167 10300 12034 17293 18828 19008 20025 20161 24972 33345 33964 40793 44473 46310 47622
5446,17,2117 2978 9794 4409 1091 33384 13832 33709 16086 1511 34688 38965 42680 42688 43193 45369 49980
5447,14,5097 2808 37062 42047 5440 4705 9193 12522 25526 2875 4750 2419 10931 49319
5448,19,4541 23638 5554 3917 10495 2178 23788 20432 11727 13257 21099 24730 26613 28252 35272 42907 45160 46296 49770
5449,20,5911 13647 1093 22349 7043 10832 18130 5541 5739 52 26790 26453 9805 29107 29278 29946 30600 31598 32075 49942
5450,31,200 4375 2810 1981 3204 5004 3048 1114 855 463 4474 2205 5451 10176 12862 13355 13366 13686 14039 15245 19010 19204 19531 24799 25031 30663 30942 38015 41710 42827 46231
5451,10,35785 14684 5450 1542 23526 20058 45466 40649 27091 8085
5452,18,6016 27115 42382 41666 4982 40725 6838 29055 44947 38935 9694 26939 41804 23478 45107 45384 46245 46246
5453,13,3567 24112 27602 291 8858 10392 14187 7430 30929 36618 37054 38956 46475
5454,30,9787 5102 999 5272 3683 3711 8693 17909 8857 14030 6973 9092 4065 14186 19428 19565 19578 19940 20054 23156 27344 30153 30891 30894 30909 30922 38410 39844 48499 48822
5455,24,2193 923 22545 1100 10949 4735 5801 1627 8114 12791 15671 9883 22784 25758 26645 28420 29172 30337 33342 33482 33902 35826 42077 42876
5456,23,1651 1131 2243 3350 4225 2741 4380 5500 8845 10486 12058 13036 15011 18364 18466 18732 18811 21229 22467 24048 29752 30399 37678
5457,26,2040 951 4419 1774 4023 3911 4224 4424 4729 3742 5527 6642 12025 13634 15005 15989 18586 18718 19116 21506 22848 26153 30400 39686 43195 44682
5458,23,2242 6930 14221 13223 14574 7394 14500 7230 12982 3219 14743 13191 14932 16753 17698 18111 20585 23643 31705 35183 42285 46653 48562
5459,16,4511 742 4234 1384 5497 637 3767 19415 11173 9461 20983 24879 26578 32416 32439 45405
5460,16,1903 1846 8803 9600 6301 7740 5770 27355 7264 14861 27940 33315 38181 38607 40984 49127
5461,18,21735 33484 29889 30562 36296 9961 34605 34877 24566 35737 9356 33523 41883 26710 30321 39901 43959 44314
5462,19,3316 5006 2864 1835 2108 1725 1934 4234 2579 3104 4036 5576 6512 7385 10862 13859 14384 27270 48492
5463,22,19934 17612 16289 40120 23137 2725 3290 13617 9356 4668 34040 34047 17615 22302 4851 8615 1133 26249 43483 5775 5135 1400
5464,13,4282 2613 19287 4979 49828 49649 21794 8898 608 42070 9314 1422 49915
5465,16,15874 3191 6590 39302 15320 22515 24238 34260 11469 17786 35618 20065 42488 27746 16831 14168
5466,18,4260 1862 1560 4326 2065 3115 6216 8544 10470 11525 11564 15178 20591 25702 28179 32766 41516 43976
5467,28,1771 7198 9969 4162 10050 1069 12002 1886 2700 20510 24375 23875 2976 18518 25464 25570 26012 26310 28544 29037 29561 33238 34705 35156 38154 42398 44015 46527
5468,19,5050 5603 20336 8094 20598 28435 25512 30995 22185 30749 5473 31014 32447 33824 36620 37056 40838 41443 48804
5469,20,24876 13645 13225 15310 16483 4674 9037 17438 9236 25427 24303 33715 15988 25350 34883 35528 35623 37248 43099 47603
5470,26,881 2733 1902 1176 3017 3119 4789 3710 1649 4070 2350 6205 7572 7675 7768 8322 9520 10092 12013 15418 26069 26869 26927 27943 42038 49914
5471,30,4583 11929 3803 19450 4750 1097 20344 20306 3279 5400 4983 2585 18812 19843 20665 20707 20768 21089 26464 32154 34180 36322 37530 38570 39203 40201 40679 43259 47310 49550
5472,17,2131 1850 4905 11947 7546 401 37851 42331 8797 19609 24848 12853 23376 31714 25463 28240 48928
5473,13,12373 7651 19152 27346 22832 22192 27467 22858 5468 27693 32072 36542 48958
5474,14,22124 33134 49332 21500 29572 38016 20380 40146 4897 48584 20278 20396 27722 9578
5475,20,22844 22086 19332 1802 23101 28127 2239 25680 14419 8446 9579 30026 31903 32346 40712 41270 42896 48522 48585 48658
5476,30,696 5062 485 3030 4007 262 1774 749 3251 4298 4688 4037 5531 6561 7008 8411 9439 9443 9490 10373 12229 14751 20465 21211 22475 33023 39086 45641 48594 48597
5477,20,19082 14957 8328 4683 294 263 21729 46574 5532 44250 4689 9491 39087 46418 45642 46578 46721 48704 49635 49804
5478,11,2132 2828 5869 11701 21111 43609 38155 3549 47881 3086 48706
5479,20,1102 14600 18531 9613 5842 17706 16057 9595 7136 8021 20628 24836 25507 25989 27624 33809 38398 42743 42950 46202
5480,24,17940 6101 987 2700 6689 2820 4015 16888 5999 9375 16598 17708 15846 18218 18284 20201 20627 20957 24458 25990 26213 26548 39634 43445
5481,13,13364 33365 10978 12081 45395 31198 38242 5532 33287 1298 5523 43882 46744
5482,28,265 114 1008 883 2059 2658 4071 1991 326 1774 749 1089 5531 5567 6561 8013 14962 21231 23283 23805 28379 28450 33288 41562 42231 43883 45396 49151
5483,14,4909 1500 32011 18251 18991 13649 34752 6238 29832 2817 2651 39825 41863 42668
5484,16,395 14757 28098 13665 8833 2717 29349 11923 15657 20064 34216 36104 38000 38208 38357 39215
5485,32,1554 2508 598 5204 3107 1904 4720 870 5268 4050 2749 2815 529 6268 8326 8458 9780 11792 12067 12937 14450 16571 18396 23168 24552 26521 34451 38165 43262 43498 45358 45376
5486,25,2796 3140 1251 5480 2381 4429 871 2882 4646 560 5795 6333 6335 7993 12406 13018 17356 20228 24074 24449 29932 33864 43219 44729 47561
5487,13,32715 22936 25137 18002 1447 28930 8513 8592 27336 32338 45518 48395 48956
5488,16,2796 938 3474 3637 2052 5202 5084 2049 5709 7165 12142 12457 13243 16036 24364 25355
5489,12,3474 962 4712 4752 2029 1050 1728 5710 8807 10638 20282 25358
5490,15,6206 8589 2772 17899 5401 26967 14174 2121 27559 2788 6257 2485 49221 33320 4466
5491,31,4180 4549 1578 2228 2783 1069 3487 42 4295 5146 1882 4835 1624 2166 1436 5695 6313 10576 11982 12202 16085 16163 18318 19371 24385 25872 34252 42745 43053 46296 49360
5492,31,1762 2876 3790 3389 2745 1520 2737 2928 3762 5145 740 2661 2895 2304 11507 11983 12237 12595 14051 14397 16581 16663 17114 18478 25622 25873 26961 40224 41688 43052 44811
5493,24,601 18508 18432 7133 821 12271 19802 12642 13862 21196 21314 21932 24464 28293 29663 31080 31142 35798 38628 40032 44046 44716 45345 48012
5494,32,3737 767 378 204 5444 17698 182 10189 9963 2396 4702 13627 16402 18645 19289 19426 20436 20498 20575 23897 24025 24050 24157 24819 24839 27807 29261 31869 37468 38004 38576 49819
5495,27,5276 4403 1513 5842 3807 614 20017 15089 3006 18673 5386 10253 17632 3415 19063 4442 25940 30512 31938 32160 34073 34387 34714 34989 37290 48185 49378
5496,30,3612 6918 680 3052 2925 5776 7703 1608 5380 17846 5587 6969 11528 417 9965 1356 10989 1966 18644 18886 20020 25545 25765 26370 27535 32659 36556 39131 42127 44979
5497,25,3435 8903 8016 7701 3206 5459 5161 10824 4708 9518 11829 11872 12721 17631 18661 20338 26364 26843 32440 33219 36349 38776 48338 48932 49732
5498,14,2315 4847 8800 23654 15458 3310 4427 31164 25337 25786 23740 33749 36188 47580
5499,31,1874 4535 18333 7075 18310 17968 12839 8498 3467 10136 18680 3472 10148 15820 19352 19521 19600 20094 23050 23612 27308 28636 29736 30572 30624 31246 32146 34452 41498 43852 47620
5500,20,4050 22764 33592 6383 789 22249 23051 10220 17983 28828 21475 43731 20617 25909 8499 45257 48165 37702 17510 44075
5501,31,1811 3062 2316 1654 3959 4224 4717 3251 142 2532 3742 148 130 706 4011 1780 6224 8402 9636 10311 12115 13040 13216 13372 22037 29753 29902 30640 31181 31222 44161
5502,24,7448 2345 15399 129 143 182 7482 4380 20402 17510 19332 5632 12114 27986 29752 29903 31180 31221 31529 32346 38576 39791 40073 40494
5503,30,1114 639 963 4311 661 4554 3355 3033 3503 3666 5237 5074 5790 5849 7642 7741 9181 9841 11866 12981 15126 15189 20105 24866 26818 27257 27557 38289 44430 45678
5504,9,4971 20839 30208 26720 40015 27563 43760 16928 48601
5505,23,1000 1272 2546 2913 2923 4452 2807 4139 6226 6760 7565 7842 8882 9154 10489 10951 11095 11669 14509 15371 20289 26453 47618
5506,30,2187 3124 271 1584 3210 3972 4232 4916 1134 2723 4397 3152 289 6523 7674 7768 7827 7912 8059 8379 8753 9152 9622 14319 14712 17460 19266 21999 34429 48975
5507,14,8161 30161 959 9653 23361 7563 19575 17702 6855 9503 31144 31598 38295 43743
5508,29,5499 4999 10185 7018 5941 656 4738 2423 13365 13167 15173 7106 12237 6379 15738 16749 17425 17858 18333 18679 20167 20555 23123 26030 26208 33006 39514 41922 44374
5509,19,15058 27036 9851 18552 34947 19561 33656 1623 34591 16509 36264 41416 42099 42263 42750 42837 42958 43654 48952
5510,31,2641 2576 1845 2292 145 3515 3747 82 4809 2461 6207 8662 10825 11689 11870 12248 13167 18204 18397 18816 19623 20225 20454 20488 25871 29667 31220 33421 40983 41515 49478
5511,15,3393 18772 1183 16650 29116 12481 6656 23080 6658 7740 28530 19128 39417 39884 49258
5512,26,5047 4793 9181 3475 1744 3033 5400 1980 1082 13554 12751 19929 2430 1454 16641 24790 26758 31688 32539 32642 32669 33334 36014 42234 42888 46342
5513,19,534 14468 1011 7550 12210 3767 2432 12211 9474 12032 18579 18877 26333 31795 32325 42793 45258 45405 46453
5514,21,19091 13110 2109 12845 9700 18475 18795 5437 19031 6285 2013 10188 19280 19402 19976 20160 20297 20734 29793 34624 47611
5515,18,2793 3710 15076 17213 28582 10324 19248 7649 12668 34734 35382 37349 38272 39990 42049 43102 43120 44507
5516,18,11519 11804 21871 12246 23281 418 25548 3241 15103 19339 2772 31648 32494 32781 32818 35308 42103 49059
5517,29,822 3401 2915 1738 2153 2610 4134 5230 3684 5133 4514 5621 5649 6335 8037 9867 12445 14782 19244 20118 21553 21985 22181 22725 30051 34957 37776 40077 45885
5518,20,12170 33090 17904 36913 14981 36853 6919 234 33527 30937 36791 10289 37364 38482 39581 40574 41372 45657 46562 49730
5519,15,18128 25721 3050 4555 13951 42947 7025 20891 763 555 17656 11875 32303 45563 49989
5520,27,2905 22627 28061 4327 26459 36127 19257 9796 32215 32629 18555 28574 18846 15588 20005 32363 10824 25739 37493 37571 38127 39103 39358 41984 43112 46305 46308
