node_id,degree,neighbours
38493,15,1432 2207 37463 158 24543 37483 2049 32891 15234 7941 34881 20875 18608 39879 42770
38494,19,16183 4173 5463 1728 17627 3673 2703 17203 23066 27067 16305 31757 35692 36362 28350 4415 41782 42746 45812
38495,11,12817 32911 5794 35612 5536 3325 10295 20991 40708 40794 49591
38496,26,9864 4931 22485 18628 5275 21411 21493 16541 156 26667 13920 1978 22262 8486 23226 5061 39780 40056 40060 40280 42330 43509 45691 48086 48852 49756
38497,22,5412 26119 35334 684 19006 9665 30430 21979 6242 8753 3437 17259 34416 24568 31946 35899 39411 39639 44243 44413 44554 49647
38498,16,30209 11633 4760 18259 32876 35849 3458 4324 30332 15540 37106 12235 33859 38501 40702 42076
38499,21,17317 33908 37685 29502 28960 37559 8938 37167 29440 29426 35924 24137 29496 35097 5861 3926 39369 39370 44469 46150 48466
38500,21,21293 14834 28960 28961 24133 35922 14411 34873 16937 24661 29495 15715 11575 17304 3925 12338 39368 39736 42550 45829 46149
38501,18,11574 21550 38498 28480 377 33680 32378 22627 4521 29125 8681 1546 33082 29704 37571 39994 42211 44462
38502,21,36747 2968 23906 21582 4181 16940 4166 2913 2110 5678 15292 25233 21064 22797 28259 34639 38604 41580 42754 44833 47671
38503,22,23046 37145 25309 19441 24454 29602 12154 8365 4395 31208 30197 10803 20986 26162 7852 22411 40988 41057 41671 41922 43589 47829
38504,21,17418 37415 526 21342 15637 32891 6146 17238 2312 24986 685 23859 25443 18627 3628 24365 40086 40356 40393 41633 48906
38505,12,29759 7156 34256 29226 25443 1458 13428 16716 16278 25972 33988 1530
38506,17,21935 21285 21867 32630 9270 17772 10974 20241 25910 23369 33235 28289 1187 16471 25216 39736 40263
38507,18,18554 32743 13255 29024 23527 24777 26013 37777 17435 711 2178 17113 18353 28348 29539 27101 40544 42125
38508,22,16789 5444 22528 24640 14663 1830 3368 16196 1781 36145 16499 21047 18609 35994 34038 29713 41714 41897 42020 42258 45065 49863
38509,24,13934 20659 28498 3695 32305 34437 35651 19872 28902 21915 30309 8248 23014 12164 19643 35491 39500 39729 41129 41271 41669 41752 45901 49510
38510,17,30258 35819 2443 33596 868 1903 8393 17461 28310 16739 36435 6651 28650 12636 8733 27141 49898
38511,16,13045 4246 4146 35832 21139 37459 30757 12898 30264 1294 6648 10415 15965 37238 1874 20116
38512,19,15107 25531 30834 21270 28781 34069 28634 7742 9311 25685 37284 31701 21897 2747 31839 32072 38562 47876 48786
38513,14,33073 28571 16447 10851 15472 37831 3476 33559 7297 32634 28680 41669 48430 49887
38514,21,30329 24530 1109 26894 37668 7468 11629 21601 36772 23821 6134 12336 1475 7418 5217 1026 38521 38880 39345 39363 39722
38515,22,21108 21294 3124 5316 24818 22958 21384 14677 4800 35516 24554 17962 24991 23041 25114 6573 38517 40378 40436 40853 41074 43354
38516,16,30246 6577 27552 21383 16345 35411 24555 37616 3477 5043 37412 34357 33896 40669 41073 44589
38517,22,37861 9581 29519 22811 24818 38515 24429 15896 14505 14249 1147 17630 32707 19862 31814 15667 38518 39168 39987 40114 45384 48940
38518,17,36158 11649 16713 30655 8680 5316 8585 38517 17857 5040 14183 24986 34799 5164 39201 48205 49089
38519,20,37407 11502 4643 15183 22087 21701 28331 21640 34149 18714 1086 5206 14289 1517 27142 4621 46095 48765 49136 49172
38520,11,8522 4454 37852 2398 17294 29143 7361 13286 7456 39211 42130
38521,18,18824 16947 14691 18150 36772 15318 7468 31334 32419 38514 29143 21427 39066 39530 42391 48616 48954 49284
38522,21,19973 35006 12909 6008 4887 15135 5773 30409 2471 26148 19969 5754 17638 26314 18412 18627 38547 39540 41059 46222 47258
38523,16,34546 17041 29327 38047 21673 24330 8722 25518 26852 45 18626 27617 15455 46255 46781 46911
38524,19,35640 1388 947 11437 8036 426 30471 27251 5538 31309 33693 38107 5749 32513 29713 19406 40311 40477 48751
38525,21,25536 3041 17581 12423 15074 32101 22532 19585 3445 21445 23115 9803 6694 31725 35241 38698 38883 40414 40817 43234 47722
38526,19,8463 10816 37678 15245 35147 24537 1030 36279 9692 3237 5333 15121 22927 32721 35581 7427 42759 47547 49649
38527,19,33967 7218 37394 38090 22498 27924 22308 32198 24775 8343 32257 26175 34883 36027 24317 15912 38900 45955 47019
38528,21,38052 25940 8001 26268 26440 20664 3989 28270 590 7135 32617 3064 8223 2846 16632 36015 38775 40790 40947 43636 46251
38529,18,34067 28808 15240 5207 5299 3437 33117 11212 14701 5293 26104 475 7634 28874 4913 37050 38774 48851
38530,18,32306 37801 36138 13688 33564 37663 19027 25870 35302 3704 37231 9269 13976 2852 8257 39226 47296 49282
38531,19,35035 7943 19082 6629 32733 12491 5093 12246 14124 20520 6536 18743 22538 32145 38242 313 40901 42275 46269
38532,18,32503 17236 19663 24432 24414 29120 19260 20383 28146 20292 6601 20072 9490 12511 4006 2119 38538 41354
38533,12,25462 3337 37108 13658 2852 9026 14271 37724 4593 31589 17067 44115
38534,11,19350 3040 7241 37991 14741 33103 17413 1466 37641 39601 42293
38535,19,18562 20080 19429 24339 12614 17504 18575 511 28303 3497 31592 36106 16666 5382 11671 17293 39671 41620 42780
38536,20,3661 29660 32632 20296 8067 3177 24743 38138 17811 12941 6206 21920 35404 5329 26660 38132 39359 42413 43726 44246
38537,18,37418 11661 35011 22318 15745 19598 16150 4763 26851 28290 5858 1225 24841 11290 37132 13031 42044 42446
38538,22,5680 14182 38532 8846 37793 23623 14223 27722 33029 9221 20085 20377 19232 5635 14158 31104 39194 39741 41354 44035 48463 48523
38539,18,24431 8704 11610 7003 15474 1575 29545 6373 20625 19144 919 17733 33928 3006 10676 41730 43123 44152
38540,19,36867 12743 37534 7660 313 15450 32311 25523 36891 17904 13195 37164 37525 19399 36684 16720 39087 39172 48405
38541,10,22014 20656 23024 9966 33301 19548 23159 20801 35810 15196
38542,20,27109 26282 13089 19209 3805 11534 37821 24219 5064 16092 23047 17558 6647 36792 38938 41862 42142 46670 48882 48892
38543,20,7535 38396 31080 14128 34360 37942 30246 9391 36678 7102 21844 35487 13566 21409 5116 19376 41040 41595 41611 49541
38544,22,231 10288 33090 31486 7241 6467 33208 6608 20605 4007 31254 16838 310 26388 21808 234 40107 41167 41358 46564 48595 49375
38545,6,13297 6972 10792 41652 41974 45304
38546,21,5059 23718 22942 28326 14163 29623 1244 34881 22320 21929 27498 34479 20036 15714 36100 38031 38548 39094 42485 43871 47948
38547,18,25165 12768 9626 38522 13449 24991 14345 37679 3032 36030 28305 5040 39540 39980 44982 45384 46300 46345
38548,22,30509 8244 4981 32795 38446 21468 38546 15951 23587 38345 12791 2455 37026 24159 34268 39390 42077 45360 46803 46804 46805 46806
38549,14,11167 14506 37834 298 7156 6374 36868 31740 30466 36638 13327 6981 40283 46756
38550,17,30007 20406 28209 12943 7063 34493 24924 30150 36227 315 20144 20695 19978 2097 19872 19041 42030
38551,17,26723 16678 9221 25254 7950 9435 27112 19654 14176 18438 260 29686 184 38619 48450 49099 49187
38552,19,17787 17070 22564 26502 5323 24231 21199 20554 28818 5218 35156 3720 5328 28723 39460 39469 39558 42682 44223
38553,19,3591 36299 18985 21979 20060 25835 1267 19012 31586 8719 36571 38417 23460 13709 32048 38646 41299 42801 47809
38554,12,24929 1826 1006 25914 28143 32181 2947 28515 24001 29143 42489 45419
38555,18,2765 11623 13031 1084 35919 22854 20892 18137 32040 27916 18125 24059 3020 27987 3226 39059 39431 42925
38556,21,6127 19417 5111 22615 35173 24791 18058 31835 20893 28870 24803 5756 27988 38483 32639 14320 39430 39432 39534 40926 42924
38557,23,35336 7024 4937 33832 18951 37836 13914 3327 3787 18703 7991 34305 13539 36525 17576 38658 39931 40635 43736 44094 44492 47013 47225
38558,19,18091 18897 36859 17318 34080 12846 35366 12063 9306 932 1812 12411 24448 4164 32472 4135 42803 43652 47038
38559,16,20204 29240 20919 26495 18334 5817 32383 8354 9809 2349 6053 3424 33750 22071 19267 47887
38560,14,38310 15604 22634 23409 4105 29615 14413 11743 30006 20188 36144 34633 13950 41271
38561,15,30618 29269 31842 22132 13516 26191 6785 28530 8871 28130 28817 28612 40711 40720 40780
38562,17,38512 26964 16251 36576 19879 25660 32082 9298 31097 4967 31492 30660 2253 32089 39991 40677 43265
38563,13,14955 35220 31088 25746 31961 27131 26225 25685 7163 24428 2502 44731 46959
38564,16,29188 25114 32073 19878 38151 11461 19236 9530 24429 14079 33424 2501 30940 43236 48446 48553
38565,14,20036 19420 30687 19519 10470 33309 12654 32440 16569 7862 26574 42378 45158 48226
38566,19,36698 24401 37861 22823 20702 3769 2131 29188 2473 27329 1151 36854 34371 7471 27497 40609 40672 40750 40873
38567,19,5838 35578 38430 5934 38089 35809 32212 23642 22208 13422 33775 12989 13412 1399 24698 16739 45049 45725 45935
38568,9,21534 36076 10376 28480 17815 38870 38930 49204 49330
38569,19,24541 5737 9893 23227 28173 9981 5540 26911 36543 8969 33961 5348 26210 14956 29206 5958 44439 48439 48864
38570,18,23688 3798 5471 4582 20894 6449 36480 25827 38416 29895 20394 18181 13180 14357 12596 20518 40201 40750
38571,19,9776 5954 36542 26941 35322 3293 32447 15531 22858 18504 13991 22832 37796 15754 35326 35377 40838 44739 46518
38572,16,31845 19128 15728 8216 6460 26098 19246 24775 2528 25137 23238 24856 37073 18776 39089 40184
38573,14,21877 10461 440 15323 22918 31175 2516 15038 4544 9896 7867 32207 18777 2935
38574,18,19974 38075 12606 25455 15674 1618 16602 25625 25411 34798 32241 35299 4432 37894 21897 28726 40724 42132
38575,22,12724 36666 4324 12716 12412 17826 28703 1668 13627 1873 7448 36782 2319 9960 22647 36876 41162 45246 46409 46426 46429 47309
38576,23,5502 34366 16084 29345 22353 13364 18295 29248 10818 18593 21267 24937 28698 13627 37468 5494 38648 38754 39969 45257 45819 48238 49675
38577,26,29740 29360 10025 23261 23440 29361 17326 9806 35900 16595 15375 35406 33573 9064 21876 17560 39598 47189 47270 47418 48012 48094 48177 48319 48798 49863
38578,18,2622 15626 35401 4998 35369 8903 37714 36637 11560 8876 10102 35576 1997 25994 8630 7265 38874 40397
38579,17,24755 20209 11739 33307 13535 25488 4801 1271 36464 10298 33974 27534 14359 40419 40852 42316 42369
38580,18,38093 3701 28031 1874 2023 9749 29438 28477 1111 3951 13949 14643 28690 10429 2683 17989 40363 43607
38581,18,14145 28013 4959 10307 33180 11744 19881 31917 27916 27135 37587 14967 10312 38484 18123 21007 39354 40954
38582,20,5956 12981 11172 13153 24814 13997 1686 6488 25448 1808 24718 1087 25647 13440 16198 16574 41920 42735 45305 46451
38583,19,8276 18221 7238 28734 17986 256 5007 12695 2889 7764 16601 32388 6240 30563 39023 39540 47015 48745 48866
38584,14,11000 12509 6512 32182 8789 4036 6500 8041 7182 10791 11425 42153 43903 46438
38585,23,9455 32775 15544 9412 8427 5890 32958 37001 688 24630 22004 24716 21256 15483 35810 23834 43971 45689 46384 46518 47524 47820 49616
38586,25,23650 16500 26662 14442 11996 15359 19677 20132 1587 2416 35246 29564 409 34269 37782 35483 41711 42273 42529 44071 44377 45686 46130 49139 49884
38587,13,22497 4422 22366 5188 36276 23640 13668 8216 18851 22750 7067 4175 44586
38588,17,37953 19617 29557 29453 26307 9726 14450 34297 26702 31984 37627 33619 22729 11562 45358 47468 48131
38589,19,33307 33822 21771 34608 24945 31704 7175 35950 16320 1370 3675 26229 34797 25384 10148 38156 44812 47084 47620
38590,13,6005 22768 32265 9536 28483 35714 32113 34536 32245 14155 19772 7619 46822
38591,18,10117 20241 20157 10123 23655 21095 28806 34008 22035 3757 3071 15259 23188 4786 4263 2149 42849 43427
38592,28,23664 13876 19126 37122 17542 17420 24296 14107 123 27789 9638 14902 32949 252 14412 307 39171 39188 40113 40295 41341 44222 46002 46435 46730 46758 48397 48794
38593,20,18895 15847 16434 31766 24295 38125 818 15299 27809 19332 14901 19542 16898 308 5441 14411 39228 48464 48522 49982
38594,18,8813 19237 8883 34790 24103 26799 99 35645 16454 18595 20083 20911 10211 7230 18689 39699 40601 47117
38595,22,20685 9143 34250 17274 20408 6576 11462 36815 6813 9806 38415 11662 32990 17805 15726 3220 39467 39641 47289 48628 48789 49969
38596,17,6878 3202 35583 17335 28234 36227 16698 15270 5682 7734 36465 27178 24994 1635 34521 26276 46682
38597,23,12146 30160 20553 16004 24821 28463 35622 8556 23065 34985 13861 26989 4920 26244 24976 28898 39402 41859 42631 43404 43428 46683 49021
38598,21,29139 1166 32651 2280 53 38294 37344 16300 5365 14773 15620 16543 36491 14692 24538 21632 41018 42219 43720 45212 48287
38599,20,11726 1277 15345 35433 2357 35681 9647 20359 19999 20248 39221 41370 43487 44235 45501 47211 47375 48317 48745 49749
38600,21,2213 8355 12570 23854 37415 23104 16925 38075 11811 29516 15176 25445 14580 31764 16862 5241 41591 41946 43840 47490 49906
38601,23,34554 37359 20202 12866 35238 14665 21598 5700 24017 8380 36111 1112 21665 33750 13646 3492 38686 40567 41017 43077 44335 45549 47409
38602,27,7593 36611 114 13633 13867 23311 38450 25128 23225 34308 16200 33111 6996 25895 11063 4793 38936 38998 39598 40924 41555 42556 42661 45891 47189 49505 49682
38603,11,18069 352 14947 9662 35450 34137 34063 37115 5764 27602 38774
38604,20,14482 15465 38502 22455 21798 22870 25189 31223 19483 30286 23661 36306 33717 35556 29317 36276 40079 43623 44833 47989
38605,21,18333 18947 10140 12151 20231 24439 28455 34854 22024 16749 2576 38369 18613 17489 35362 35545 40243 43221 44177 45041 49486
38606,20,34964 13764 27212 37541 25358 29249 36105 7625 31425 36198 20904 33086 24361 4120 33248 29501 42204 44426 45704 45722
38607,12,5460 1846 28912 32288 5101 12776 2441 25709 32388 10375 7184 39161
38608,22,8172 8233 34859 21151 27925 8862 21471 37652 35500 23569 28962 17040 37052 365 16437 34572 39934 40621 40630 40633 42457 45958
38609,24,17753 35842 26580 12418 27902 28093 33863 28742 20074 16472 8119 13551 17596 14899 14713 17798 39173 39391 41807 43303 43399 48032 49244 49331
38610,26,37051 29860 9638 14199 14120 29515 37102 38129 24897 16838 23237 14970 19927 14174 14217 12019 39189 39205 40432 46619 46750 46758 46766 48640 49135 49264
38611,15,5098 6525 29459 14215 360 8675 36656 9075 28789 14217 14174 19342 40481 41881 46619
38612,13,18285 11865 33309 841 2441 7862 10950 12093 26928 41855 45718 45799 46617
38613,15,421 29729 4066 13173 16822 1514 19392 19343 38213 11684 1473 20457 36025 16719 39000
38614,21,30377 4352 29084 37217 35601 28821 36297 13198 3862 24581 10150 31669 14623 15446 37564 1713 38973 41174 41206 41328 41386
38615,19,34289 26120 27047 37547 33642 37924 15803 34801 19119 8790 26710 4016 23525 3867 4204 13198 43205 44340 48227
38616,26,24464 27106 16058 18500 7801 18025 38382 20674 14139 21785 27162 10779 16517 37407 19343 15824 38984 39217 39342 39467 39624 39897 39918 40616 43208 46064
38617,16,1957 26956 15696 19503 14805 9419 19663 3949 22484 24414 1805 14625 8485 14676 42161 42407
38618,23,17857 16820 18629 31551 5818 23076 17062 36348 31187 28966 8440 14076 14854 24353 25646 4778 39877 41226 41642 41941 42800 44752 44830
38619,19,18281 24751 38551 21173 4613 37163 11502 34527 15855 35640 2347 31865 17389 17753 8228 20525 45870 46571 49642
38620,21,35066 21873 4151 10699 35842 7933 20103 35468 23976 10718 8383 16796 33569 34622 30069 16414 39702 39705 40056 41752 48090
38621,20,8193 13098 12910 29969 24256 14933 1925 21950 34014 9838 10718 15448 37368 19754 7967 19293 38626 40754 43852 49984
38622,21,25156 2278 16348 23716 37433 4024 11803 8529 11825 14498 24197 3637 35928 34016 34376 26007 38642 39886 40061 48099 48208
38623,24,28275 2288 35 16072 19186 29241 22931 15761 35152 20108 32797 17025 16486 21404 17908 97 41172 45081 45819 47545 47664 48147 49003 49622
38624,21,34519 33712 14623 37477 21380 24282 25367 14203 29043 15374 21405 8244 35911 9498 25156 96 42723 45668 47670 47969 49621
38625,9,29108 12226 3508 3444 32519 39374 41237 45453 48939
38626,19,24101 38621 5608 23469 32323 37246 35254 29159 34255 5000 2711 14868 12567 23372 36049 20482 40868 41185 42473
38627,23,16541 33577 12828 2345 17542 21173 34133 34329 9599 3825 9354 34524 37380 21708 3416 34465 44362 44534 45996 47308 47998 48102 48270
38628,22,4804 24683 33832 10337 15278 35880 31866 5493 32637 5594 36101 5383 13566 34740 24185 22818 39206 39320 42493 43979 44046 45828
38629,12,15910 29145 28830 4206 21155 33063 18886 1599 38211 37343 48709 49270
38630,21,16318 15758 21592 21519 24161 35984 24147 11775 6480 26691 16414 34358 34405 33703 33541 18909 43613 44719 45426 47052 48191
38631,17,1817 11899 16201 37241 38225 26980 9339 23090 37423 33984 26988 29468 5197 23436 24043 8472 47208
38632,18,28980 3397 7214 36977 24605 34907 35452 10767 11007 4760 22903 23923 34537 35867 12189 14498 39305 43412
38633,21,23628 21256 36551 609 12158 26282 15231 35608 7947 16345 35405 37537 5043 3681 34541 32251 42199 44589 44590 44731 48724
38634,19,25309 1000 5357 36365 18688 36243 26351 33343 19629 15266 19292 29007 4482 25009 4319 25563 44076 45337 49572
38635,12,25159 21669 22621 35134 5318 17071 11108 18196 5904 18947 36507 25789
38636,10,36242 1262 27619 18197 17070 9413 36071 36508 11041 11276
38637,20,34449 27043 10740 16176 16310 16840 28548 16199 35443 34072 10703 33509 18924 14182 21955 25562 46020 46121 48719 49023
38638,17,20086 25787 37509 12065 18753 9251 19680 37811 17192 13554 25902 5339 1226 21556 35190 29268 39881
38639,24,29483 17318 26766 10916 32656 16071 23571 33979 13441 33725 798 6497 9306 22641 17285 7374 39065 39123 39335 39901 43328 44042 46314 48228
38640,23,35177 22814 4122 34083 19153 8208 28718 21289 15407 33627 18328 36565 12821 4528 12017 35404 40046 40948 41960 43218 43649 45896 47508
38641,20,24004 16913 35766 27469 4872 16401 9290 501 14699 27198 10696 10719 17205 22519 25400 24301 39262 46382 47376 48143
38642,19,38622 15296 35851 6638 34129 15627 15685 24143 4873 33142 12577 34422 15018 27228 10537 4490 39264 44027 48061
38643,18,34329 23877 2945 34936 13701 17679 23937 22405 15756 12646 25248 25794 16487 13755 4551 37535 40442 45367
38644,22,8371 5169 17311 33001 14789 20301 24792 3077 3976 655 38140 11554 11579 11538 27079 31917 38915 39253 40778 43548 45045 45579
38645,18,11248 22501 20904 22418 7833 9646 675 734 34604 17237 35616 5820 15004 5218 14784 35778 39460 43307
38646,20,4209 34140 35750 23302 25478 23758 471 21763 11247 9000 17094 7796 37901 30254 38553 25270 39365 42866 44475 45918
38647,18,29252 28571 26797 16885 36102 19289 37048 27919 27255 34774 4088 36593 11913 41081 45013 49072 49394 49967
38648,23,38349 16429 30301 29243 15650 29241 32466 36129 23087 38576 28275 38363 35152 37667 10932 14826 41128 41778 42995 44290 44963 45940 48337
38649,16,10121 36335 18201 19061 6731 4513 1914 6260 17011 1212 1576 15451 34676 26808 33498 2296
38650,17,34726 38091 8808 22071 20167 12908 36948 9507 13000 18952 21680 35711 3200 29054 4405 38154 49045
38651,20,24890 8080 9528 3962 17453 15817 27478 37903 9471 16386 16897 25192 21582 16316 15441 13553 41721 45614 45729 48961
38652,22,37107 851 9646 27907 12547 551 12642 37652 16260 2375 16122 24683 35022 138 9714 16389 38931 39639 43417 44319 48233 48836
38653,27,33674 16603 21630 33450 6311 13833 561 17809 36731 5639 4404 25314 37836 5594 19203 17124 40097 40151 40863 41032 41105 42113 45674 45894 45922 48933 49127
38654,13,19508 2422 20489 17425 25966 16656 12109 7996 9368 7842 11466 3468 47291
38655,20,35482 20293 38260 17399 1962 30305 15637 35348 20370 34106 14772 37093 3469 10187 17411 37034 40029 44181 44525 47214
38656,22,17541 6151 13175 4613 18080 35157 13670 24228 23491 22518 32712 12993 13797 14715 35954 36742 42586 42699 42950 43804 48905 48908
38657,21,23958 20654 1974 32739 37931 24790 13189 4329 33521 24814 17073 9644 29411 16930 17068 13810 40563 43310 45456 45612 45956
38658,21,3787 24795 24105 5316 4355 24555 21471 13914 36525 28483 15133 862 38557 14955 23637 35405 40023 45975 48481 48724 48866
38659,24,22934 30889 15112 15404 34613 25057 15382 35395 23661 23498 27145 13827 13445 3524 34182 17195 38679 39160 39173 43227 44465 46636 48459 48889
38660,18,13690 29291 35929 8751 26762 803 8732 36869 22465 3047 4492 1623 34401 17779 39986 40329 41650 43281
38661,22,5392 34885 26535 27281 21523 4050 35475 34936 543 17200 18578 26608 33903 31247 5109 38234 40641 43262 44575 46380 47755 49559
38662,18,10073 38053 23702 1864 16921 2831 32312 14961 4108 5992 20858 25528 11738 2415 23270 2807 47566 47921
38663,24,28591 1343 23373 33666 8641 19802 5872 25718 5190 917 11187 16789 21876 22148 5 16686 39902 42157 42277 42400 43176 47056 48012 49252
38664,21,38096 34008 29138 38236 35299 22490 22770 37942 16390 21095 22019 7961 14799 24288 12513 5116 41707 41769 43995 46298 49616
38665,20,34727 31425 30268 8857 33193 16061 19297 20910 465 27147 35435 18760 27906 26575 5203 37902 39180 41028 45846 49453
38666,18,21761 37483 23889 15694 36536 27907 12573 19296 9111 16390 22104 9216 28518 22512 12806 9407 41027 43325
38667,22,33591 5654 33447 26900 35073 4336 36543 11465 21717 26059 13721 15158 17558 17767 38480 26688 38935 38938 40301 41862 43201 47150
38668,21,24831 4641 33302 14094 33947 16319 4845 19908 17311 35478 4672 34897 5169 36396 5266 17444 43476 43561 44704 47474 48369
38669,18,21803 19181 16651 20551 33622 17709 25418 34626 2870 35316 8751 4474 34974 25200 3417 12177 45003 48607
38670,18,12261 20125 2640 24131 17439 33755 29465 29371 20015 35795 15415 25821 36808 10201 28678 5132 41648 42095
38671,23,2898 23775 2179 22611 25570 35267 18166 18835 7965 14442 8072 34748 23524 36050 17101 36530 39683 39777 43294 44556 44670 47341 48019
38672,18,9753 18834 23217 23150 25675 8071 1018 11452 29708 22652 36529 34579 2025 398 21286 15663 48150 48593
38673,18,3724 3267 13833 33545 20291 11625 19388 16734 8993 37670 6942 104 33949 21118 39058 41990 43755 48409
38674,20,34361 35500 25126 7870 16852 21861 33537 35474 37669 35596 22769 7689 16733 315 29067 6941 43749 43834 44501 46519
38675,15,19562 739 18583 28648 18366 33354 36479 31224 7253 31271 5221 4793 15380 40463 44169
38676,13,19493 31362 4568 4927 16796 22619 20847 37571 24224 23648 38679 43846 43917
38677,16,25930 21130 35382 3081 21555 17368 12394 11695 3655 27918 32682 6956 39133 46211 46454 46596
38678,13,6306 34656 18812 38393 6639 909 18702 14452 37701 3831 41772 43344 45152
38679,17,36553 20179 23498 38659 37940 33726 30010 18747 20483 8855 38676 1525 26407 23648 12705 12527 46946
38680,15,814 8340 27440 13288 6875 6846 8145 23216 38294 5931 26011 24831 22580 35810 6411
38681,9,21940 21672 574 26182 33853 11500 33708 33649 48685
38682,20,17775 21525 9192 21444 17507 6053 25861 15463 37747 18725 3989 21247 24742 15819 9568 34760 40022 43189 47293 47864
38683,19,17183 17052 3192 34761 7678 24664 14701 8452 6790 676 20111 22701 5880 12576 34070 35500 42471 44676 48809
38684,24,21797 14868 15649 16125 34078 17725 21193 14660 25403 17231 17824 36589 21518 12040 10190 21388 42321 43293 46133 46392 48177 48812 49519 49775
38685,19,22521 16246 22089 35297 29139 8250 20116 35998 19642 27360 37304 36851 15144 23271 37237 29984 39202 39889 47409
38686,22,24294 35637 38254 23828 5121 34125 29983 1639 19154 22090 29247 37244 13532 22560 22884 38601 39512 39578 40567 41017 42682 44943
38687,17,26951 34901 19363 2772 16732 38099 554 30578 32636 5204 25844 21085 20246 34337 27748 15038 44928
38688,21,15790 66 3547 37108 24088 15491 36954 33594 35330 1601 13751 7250 34010 555 8421 3949 40986 43257 44499 45999 47240
38689,19,32144 16918 6739 22623 1872 37880 26374 30316 23919 4074 24082 10023 26085 5967 5987 9243 40148 42288 46836
38690,20,34430 21890 22321 23749 1114 9499 25477 35062 21225 7975 34683 22443 35259 25060 34873 804 39297 43866 46314 47502
38691,23,18114 20156 24028 22993 17492 32732 11819 6641 10537 25256 461 7992 23092 22056 515 22296 39299 41686 41938 43253 47194 47371 47683
38692,24,7970 34924 22283 14494 27171 29408 34951 16623 15093 11974 14829 4965 37122 25243 36541 13553 38824 39847 40116 40694 42326 48587 49726 49852
38693,21,35511 893 3433 24051 33650 20685 16123 10843 35584 5179 34477 14716 20994 8750 16815 19468 39366 42605 42842 45193 48825
38694,18,15662 35975 28651 14415 19078 28016 37963 34416 13861 20751 12962 2158 20540 20659 12660 20809 39016 42045
38695,13,38338 19211 32046 6283 21503 36985 32417 20023 3382 38257 41023 42035 49783
38696,13,38452 32806 24069 14188 35082 9480 12771 19781 3559 36166 31940 31057 43885
38697,18,8422 38189 31809 32831 28779 21503 32046 27142 25113 35087 27580 33395 3707 67 35611 38952 39576 39761
38698,17,106 21826 30607 21624 36489 22532 27322 38525 27988 27532 8113 32806 36166 24622 21075 39945 43756
38699,19,36283 2923 1863 16990 2386 16632 20301 37162 6045 6707 35297 12490 14817 23924 18216 29996 42902 44451 47248
38700,18,5845 36459 19319 25459 5720 4452 9284 6709 31870 1864 5724 18962 5570 21673 5140 5801 43157 44558
38701,19,9944 36926 16633 18899 35658 2630 29605 17784 3424 20193 18665 17362 14816 37602 37427 22909 42796 43953 48942
38702,24,29331 33530 5293 15871 15416 11690 32842 21537 11940 3176 14008 24533 4188 26051 26038 37945 39942 40166 40338 40364 42973 44330 49358 49983
38703,11,2385 18701 15344 24615 3246 18155 9059 20731 41060 41654 49507
38704,19,4287 34727 30520 8674 35745 23816 25901 36852 34075 9526 23757 36926 11772 35317 23463 7845 39740 39757 44621
38705,19,413 36099 6147 757 7185 32851 24699 23497 35405 33883 35637 24406 8394 23438 677 36927 39395 46312 48186
38706,24,25219 24297 32780 32472 1509 4475 33134 8944 36745 1038 8269 9889 1204 36420 8098 26002 39279 39612 39868 41849 43727 47101 47262 49084
38707,19,11568 5284 38448 8284 37688 20674 5012 4169 4684 8013 13216 23038 4770 29443 31530 5686 39645 43578 43966
38708,18,16781 14982 2166 26373 32305 17711 20175 13309 26025 35966 17249 37647 1176 15266 19292 1106 44181 44365
38709,19,29004 1487 21338 17695 19245 17365 10164 24626 5584 15437 1591 28859 16996 16056 1993 3549 41994 45386 49477
38710,14,28614 3634 2799 37723 17135 38367 12758 15165 11541 1690 11853 10579 39026 42719
38711,19,23961 1352 4050 28190 19499 30751 8885 9761 778 28180 8458 37462 766 5666 31304 18437 39138 43778 45418
38712,20,24747 2307 19350 27502 34200 17200 28334 28045 1939 24693 37960 3568 14865 16029 14899 28229 42511 46712 48801 49083
38713,22,28904 27477 31864 35200 31882 16357 25149 7588 24295 9408 15933 3739 25241 110 9472 27529 39228 43245 46195 46365 49482 49641
38714,20,2708 31881 35554 9428 38235 23206 15688 35992 109 34309 21539 37228 6900 14497 36541 28096 41097 46239 47540 49000
38715,10,16372 7596 24641 23581 9396 357 35640 33029 41347 45782
38716,20,24461 31164 9662 5228 33215 30386 9640 1615 11723 11541 14038 35772 15047 9620 30643 25760 41084 44413 48561 49850
38717,21,21950 21370 31597 34777 4242 33310 10228 32075 28070 27713 37975 14502 21184 26441 18479 39179 40027 40621 41388 45293 48673
38718,22,35691 3699 18743 34196 33272 29581 26266 38331 15511 25279 17236 23991 23769 28445 17676 37044 39079 40792 40878 40888 43195 49494
38719,20,3335 20547 17008 23496 16780 24692 14208 12067 19123 22750 37668 33109 27173 35462 32681 5612 43551 44208 45865 47883
38720,18,26291 34492 9622 34066 19839 5534 15351 22743 21775 23543 5193 14389 3174 11725 4477 17448 39029 47526
38721,20,14254 9144 32428 20949 16337 17250 23859 13464 35059 38176 33215 14823 20947 4185 17394 14604 43402 44068 46627 47198
38722,14,521 30949 3380 24846 2028 3171 10875 9079 2692 7047 32860 27888 39978 42980
